Year,Title,PDF Link,Authors,Download Time,Annotation
2020,Multi-Robot Collision Avoidance under Uncertainty with Probabilistic Safety Barrier Certificates,https://papers.nips.cc/paper_files/paper/2020/file/03793ef7d06ffd63d34ade9d091f1ced-Paper.pdf,Unknown,2025-02-15 09:06:59,Optimization
2020,Generalised Bayesian Filtering via Sequential Monte Carlo,https://papers.nips.cc/paper_files/paper/2020/file/04ecb1fa28506ccb6f72b12c0245ddbc-Paper.pdf,Unknown,2025-02-15 09:07:03,'Bayesian Filtering'
2020,On the Value of Out-of-Distribution Testing: An Example of Goodhart's Law,https://papers.nips.cc/paper_files/paper/2020/file/045117b0e0a11a242b9765e79cbf113f-Paper.pdf,Unknown,2025-02-15 09:07:06,NLP
2023,Modelling Cellular Perturbations with the Sparse Additive Mechanism Shift Variational Autoencoder,https://papers.nips.cc/paper_files/paper/2023/file/0001ca33ba34ce0351e4612b744b3936-Paper-Conference.pdf,Unknown,2025-02-15 09:07:17,Deep Learning
2023,Cross-Episodic Curriculum for Transformer Agents,https://papers.nips.cc/paper_files/paper/2023/file/001608167bb652337af5df0129aeaabd-Paper-Conference.pdf,Unknown,2025-02-15 09:07:31,Reinforcement Learning
2020,A graph similarity for deep learning,https://papers.nips.cc/paper_files/paper/2020/file/0004d0b59e19461ff126e3a08a814c33-Paper.pdf,Unknown,2025-02-15 09:09:39,Deep Learning
2020,An Unsupervised Information-Theoretic Perceptual Quality Metric,https://papers.nips.cc/paper_files/paper/2020/file/00482b9bed15a272730fcb590ffebddd-Paper.pdf,Unknown,2025-02-15 09:09:42,Computer Vision
2020,Self-Supervised MultiModal Versatile Networks,https://papers.nips.cc/paper_files/paper/2020/file/0060ef47b12160b9198302ebdb144dcf-Paper.pdf,Unknown,2025-02-15 09:09:45,Deep Learning
2020,"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method",https://papers.nips.cc/paper_files/paper/2020/file/007ff380ee5ac49ffc34442f5c2a2b86-Paper.pdf,Unknown,2025-02-15 09:09:48,Deep Learning
2020,Off-Policy Evaluation and Learning for External Validity under a Covariate Shift,https://papers.nips.cc/paper_files/paper/2020/file/0084ae4bc24c0795d1e6a4f58444d39b-Paper.pdf,Unknown,2025-02-15 09:09:52,Reinforcement Learning
2020,Neural Methods for Point-wise Dependency Estimation,https://papers.nips.cc/paper_files/paper/2020/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf,Unknown,2025-02-15 09:09:54,'Deep Learning'
2020,Fast and Flexible Temporal Point Processes with Triangular Maps,https://papers.nips.cc/paper_files/paper/2020/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf,Unknown,2025-02-15 09:10:04,'Deep Learning'
2020,Backpropagating Linearly Improves Transferability of Adversarial Examples,https://papers.nips.cc/paper_files/paper/2020/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf,Unknown,2025-02-15 09:10:08,Computer Vision
2020,PyGlove: Symbolic Programming for Automated Machine Learning,https://papers.nips.cc/paper_files/paper/2020/file/012a91467f210472fab4e11359bbfef6-Paper.pdf,Unknown,2025-02-15 09:10:21,Optimization
2020,Fourier Sparse Leverage Scores and Approximate Kernel Learning,https://papers.nips.cc/paper_files/paper/2020/file/012d9fe15b2493f21902cd55603382ec-Paper.pdf,Unknown,2025-02-15 09:10:26,Optimization
2020,Improved Algorithms for Online Submodular Maximization via First-order Regret Bounds,https://papers.nips.cc/paper_files/paper/2020/file/0163cceb20f5ca7b313419c068abd9dc-Paper.pdf,Unknown,2025-02-15 09:10:29,Optimization
2020,Synbols: Probing Learning Algorithms with Synthetic Datasets,https://papers.nips.cc/paper_files/paper/2020/file/0169cf885f882efd795951253db5cdfb-Paper.pdf,Unknown,2025-02-15 09:10:31,Computer Vision
2020,Adversarially Robust Streaming Algorithms via Differential Privacy,https://papers.nips.cc/paper_files/paper/2020/file/0172d289da48c48de8c5ebf3de9f7ee1-Paper.pdf,Unknown,2025-02-15 09:10:35,Deep Learning
2020,Trading Personalization for Accuracy: Data Debugging in Collaborative Filtering,https://papers.nips.cc/paper_files/paper/2020/file/019fa4fdf1c04cf73ba25aa2223769cd-Paper.pdf,Unknown,2025-02-15 09:10:38,NLP
2020,Improving Local Identifiability in Probabilistic Box Embeddings,https://papers.nips.cc/paper_files/paper/2020/file/01c9d2c5b3ff5cbba349ec39a570b5e3-Paper.pdf,Unknown,2025-02-15 09:10:42,Deep Learning
2020,Cascaded Text Generation with Markov Transformers,https://papers.nips.cc/paper_files/paper/2020/file/01a0683665f38d8e5e567b3b15ca98bf-Paper.pdf,Unknown,2025-02-15 09:10:45,NLP
2020,Permute-and-Flip: A new mechanism for differentially private selection,https://papers.nips.cc/paper_files/paper/2020/file/01e00f2f4bfcbb7505cb641066f2859b-Paper.pdf,Unknown,2025-02-15 09:10:49,Optimization
2020,Reciprocal Adversarial Learning via Characteristic Functions,https://papers.nips.cc/paper_files/paper/2020/file/021f6dd88a11ca489936ae770e4634ad-Paper.pdf,Unknown,2025-02-15 09:10:57,Deep Learning
2020,Statistical Guarantees of Distributed Nearest Neighbor Classification,https://papers.nips.cc/paper_files/paper/2020/file/022e0ee5162c13d9a7bb3bd00fb032ce-Paper.pdf,Unknown,2025-02-15 09:11:01,Optimization
2020,Stein Self-Repulsive Dynamics: Benefits From Past Samples,https://papers.nips.cc/paper_files/paper/2020/file/023d0a5671efd29e80b4deef8262e297-Paper.pdf,Unknown,2025-02-15 09:11:08,Optimization
2020,Deep reconstruction of strange attractors from time series,https://papers.nips.cc/paper_files/paper/2020/file/021bbc7ee20b71134d53e20206bd6feb-Paper.pdf,Unknown,2025-02-15 09:11:11,Computer Vision
2020,The Statistical Complexity of Early-Stopped Mirror Descent,https://papers.nips.cc/paper_files/paper/2020/file/024d2d699e6c1a82c9ba986386f4d824-Paper.pdf,Unknown,2025-02-15 09:11:14,Optimization
2020,Algorithmic recourse under imperfect causal knowledge: a probabilistic approach,https://papers.nips.cc/paper_files/paper/2020/file/02a3c7fb3f489288ae6942498498db20-Paper.pdf,Unknown,2025-02-15 09:11:20,Causal Reasoning
2020,A Causal View on Robustness  of Neural Networks,https://papers.nips.cc/paper_files/paper/2020/file/02ed812220b0705fabb868ddbf17ea20-Paper.pdf,Unknown,2025-02-15 09:11:23,Deep Learning
2020,Minimax Classification with 0-1 Loss and Performance Guarantees,https://papers.nips.cc/paper_files/paper/2020/file/02f657d55eaf1c4840ce8d66fcdaf90c-Paper.pdf,Unknown,2025-02-15 09:11:27,Optimization
2020,Quantitative Propagation of Chaos for SGD in Wide Neural Networks,https://papers.nips.cc/paper_files/paper/2020/file/02e74f10e0327ad868d138f2b4fdd6f0-Paper.pdf,Unknown,2025-02-15 09:11:29,Deep Learning
2020,How to Learn a Useful Critic? Model-based Action-Gradient-Estimator Policy Optimization,https://papers.nips.cc/paper_files/paper/2020/file/03255088ed63354a54e0e5ed957e9008-Paper.pdf,Unknown,2025-02-15 09:11:34,Reinforcement Learning
2020,Coresets for Regressions with Panel Data,https://papers.nips.cc/paper_files/paper/2020/file/03287fcce194dbd958c2ec5b33705912-Paper.pdf,Unknown,2025-02-15 09:11:39,Optimization
2020,Efficient Contextual Bandits with Continuous Actions,https://papers.nips.cc/paper_files/paper/2020/file/033cc385728c51d97360020ed57776f0-Paper.pdf,Unknown,2025-02-15 09:11:42,Reinforcement Learning
2020,Learning Composable Energy Surrogates for PDE Order Reduction,https://papers.nips.cc/paper_files/paper/2020/file/0332d694daab22e0e0eaf7a5e88433f9-Paper.pdf,Unknown,2025-02-15 09:11:44,Optimization
2020,Achieving Equalized Odds by Resampling Sensitive Attributes,https://papers.nips.cc/paper_files/paper/2020/file/03593ce517feac573fdaafa6dcedef61-Paper.pdf,Unknown,2025-02-15 09:11:46,'Optimization'
2020,Hard Shape-Constrained Kernel Machines,https://papers.nips.cc/paper_files/paper/2020/file/03fa2f7502f5f6b9169e67d17cbf51bb-Paper.pdf,Unknown,2025-02-15 09:11:52,Optimization
2020,A Closer Look at the Training Strategy for Modern Meta-Learning,https://papers.nips.cc/paper_files/paper/2020/file/0415740eaa4d9decbc8da001d3fd805f-Paper.pdf,Unknown,2025-02-15 09:11:56,'Meta-Learning'
2020,On the Value of Out-of-Distribution Testing: An Example of Goodhart's Law,https://papers.nips.cc/paper_files/paper/2020/file/045117b0e0a11a242b9765e79cbf113f-Paper.pdf,Unknown,2025-02-15 09:12:00,NLP
2020,Generalised Bayesian Filtering via Sequential Monte Carlo,https://papers.nips.cc/paper_files/paper/2020/file/04ecb1fa28506ccb6f72b12c0245ddbc-Paper.pdf,Unknown,2025-02-15 09:12:06,Bayesian Filtering via Sequential Monte Carlo
2020,Multi-Robot Collision Avoidance under Uncertainty with Probabilistic Safety Barrier Certificates,https://papers.nips.cc/paper_files/paper/2020/file/03793ef7d06ffd63d34ade9d091f1ced-Paper.pdf,Unknown,2025-02-15 09:12:08,Optimization
2020,Deterministic Approximation for Submodular Maximization over a Matroid in Nearly Linear Time,https://papers.nips.cc/paper_files/paper/2020/file/05128e44e27c36bdba71221bfccf735d-Paper.pdf,Unknown,2025-02-15 09:12:11,Optimization
2020,Simultaneous Preference and Metric Learning from Paired Comparisons,https://papers.nips.cc/paper_files/paper/2020/file/0561bc7ecba98e39ca7994f93311ba23-Paper.pdf,Unknown,2025-02-15 09:12:16,'Optimization'
2020,Efficient Variational Inference for Sparse Deep Learning with Theoretical Guarantee,https://papers.nips.cc/paper_files/paper/2020/file/05a624166c8eb8273b8464e8d9cb5bd9-Paper.pdf,Unknown,2025-02-15 09:12:19,'Deep Learning'
2020,Learning Manifold Implicitly via Explicit Heat-Kernel Learning,https://papers.nips.cc/paper_files/paper/2020/file/05e2a0647e260c355dd2b2175edb45b8-Paper.pdf,Unknown,2025-02-15 09:12:23,Deep Learning
2021,Beyond Value-Function Gaps: Improved Instance-Dependent Regret Bounds for Episodic Reinforcement Learning,https://papers.nips.cc/paper_files/paper/2021/file/000c076c390a4c357313fca29e390ece-Paper.pdf,Unknown,2025-02-15 09:12:30,Reinforcement Learning
2020,Flows for simultaneous manifold learning and density estimation,https://papers.nips.cc/paper_files/paper/2020/file/051928341be67dcba03f0e04104d9047-Paper.pdf,Unknown,2025-02-15 09:12:43,Deep Learning
2022,Federated Submodel Optimization for Hot and Cold Data Features,https://papers.nips.cc/paper_files/paper/2022/file/002262941c9edfd472a79298b2ac5e17-Paper-Conference.pdf,Unknown,2025-02-15 09:14:26,Optimization
2019,Compositional Plan Vectors,https://papers.nips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf,"Devin, Coline, Geng, Daniel, Abbeel, Pieter, Darrell, Trevor, Levine, Sergey",2025-02-15 09:17:53,Reinforcement Learning
2019,XNAS: Neural Architecture Search with Expert Advice,https://papers.nips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf,"Nayman, Niv, Noy, Asaf, Ridnik, Tal, Friedman, Itamar, Jin, Rong, Zelnik, Lihi",2025-02-15 09:17:58,Deep Learning
2019,Learning to Propagate for Graph Meta-Learning,https://papers.nips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf,"LIU, LU, Zhou, Tianyi, Long, Guodong, Jiang, Jing, Zhang, Chengqi",2025-02-15 09:18:03,'Meta-Learning'
2019,Multi-resolution Multi-task Gaussian Processes,https://papers.nips.cc/paper_files/paper/2019/file/0118a063b4aae95277f0bc1752c75abf-Paper.pdf,"Hamelijnck, Oliver, Damoulas, Theodoros, Wang, Kangrui, Girolami, Mark",2025-02-15 09:18:06,Computer Vision
2019,Deep Equilibrium Models,https://papers.nips.cc/paper_files/paper/2019/file/01386bd6d8e091c2ab4c7c7de644d37b-Paper.pdf,"Bai, Shaojie, Kolter, J. Zico, Koltun, Vladlen",2025-02-15 09:18:09,Deep Learning
2019,Order Optimal One-Shot Distributed Learning,https://papers.nips.cc/paper_files/paper/2019/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf,"Sharifnassab, Arsalan, Salehkaleybar, Saber, Golestani, S. Jamaloddin",2025-02-15 09:18:15,Optimization
2019,Exact Gaussian Processes on a Million Data Points,https://papers.nips.cc/paper_files/paper/2019/file/01ce84968c6969bdd5d51c5eeaa3946a-Paper.pdf,"Wang, Ke, Pleiss, Geoff, Gardner, Jacob, Tyree, Stephen, Weinberger, Kilian Q., Wilson, Andrew Gordon",2025-02-15 09:18:25,Optimization
2019,Cross Attention Network for Few-shot Classification,https://papers.nips.cc/paper_files/paper/2019/file/01894d6f048493d2cacde3c579c315a3-Paper.pdf,"Hou, Ruibing, Chang, Hong, MA, Bingpeng, Shan, Shiguang, Chen, Xilin",2025-02-15 09:18:27,Computer Vision
2019,Asymmetric Valleys: Beyond Sharp and Flat Local Minima,https://papers.nips.cc/paper_files/paper/2019/file/01d8bae291b1e4724443375634ccfa0e-Paper.pdf,"He, Haowei, Huang, Gao, Yuan, Yang",2025-02-15 09:18:31,Optimization
2019,Calculating Optimistic Likelihoods Using (Geodesically) Convex Optimization,https://papers.nips.cc/paper_files/paper/2019/file/021e1ea77bd91aaa0fc4d01a943a654e-Paper.pdf,"Nguyen, Viet Anh, Shafieezadeh Abadeh, Soroosh, Yue, Man-Chung, Kuhn, Daniel, Wiesemann, Wolfram",2025-02-15 09:18:36,Optimization
2019,"Think out of the ""Box"": Generically-Constrained Asynchronous Composite Optimization and Hedging",https://papers.nips.cc/paper_files/paper/2019/file/0224cd598e48c5041c7947fd5cb20d53-Paper.pdf,"Joulani, Pooria, György, András, Szepesvari, Csaba",2025-02-15 09:18:39,Optimization
2019,A Direct tilde{O}(1/epsilon) Iteration Parallel Algorithm for Optimal Transport,https://papers.nips.cc/paper_files/paper/2019/file/024d2d699e6c1a82c9ba986386f4d824-Paper.pdf,"Jambulapati, Arun, Sidford, Aaron, Tian, Kevin",2025-02-15 09:18:49,Optimization
2019,Zero-Shot Semantic Segmentation,https://papers.nips.cc/paper_files/paper/2019/file/0266e33d3f546cb5436a10798e657d97-Paper.pdf,"Bucher, Maxime, VU, Tuan-Hung, Cord, Matthieu, Pérez, Patrick",2025-02-15 09:18:55,Computer Vision
2019,Hyperspherical Prototype Networks,https://papers.nips.cc/paper_files/paper/2019/file/02a32ad2669e6fe298e607fe7cc0e1a0-Paper.pdf,"Mettes, Pascal, van der Pol, Elise, Snoek, Cees",2025-02-15 09:19:16,'Computer Vision'
2019,Lower Bounds on Adversarial Robustness from Optimal Transport,https://papers.nips.cc/paper_files/paper/2019/file/02bf86214e264535e3412283e817deaa-Paper.pdf,"Bhagoji, Arjun Nitin, Cullina, Daniel, Mittal, Prateek",2025-02-15 09:19:21,Computer Vision
2019,A Nonconvex Approach for Exact and Efficient Multichannel Sparse Blind Deconvolution,https://papers.nips.cc/paper_files/paper/2019/file/02e656adee09f8394b402d9958389b7d-Paper.pdf,"Qu, Qing, Li, Xiao, Zhu, Zhihui",2025-02-15 09:19:25,Computer Vision
2019,Generalization of Reinforcement Learners with Working and Episodic Memory,https://papers.nips.cc/paper_files/paper/2019/file/02ed812220b0705fabb868ddbf17ea20-Paper.pdf,"Fortunato, Meire, Tan, Melissa, Faulkner, Ryan, Hansen, Steven, Puigdomènech Badia, Adrià, Buttimore, Gavin, Deck, Charles, Leibo, Joel Z., Blundell, Charles",2025-02-15 09:19:30,Reinforcement Learning
2019,DTWNet: a Dynamic Time Warping Network,https://papers.nips.cc/paper_files/paper/2019/file/02f063c236c7eef66324b432b748d15d-Paper.pdf,"Cai, Xingyu, Xu, Tingyang, Yi, Jinfeng, Huang, Junzhou, Rajasekaran, Sanguthevar",2025-02-15 09:19:49,Deep Learning
2019,Improved Precision and Recall Metric for Assessing Generative Models,https://papers.nips.cc/paper_files/paper/2019/file/0234c510bc6d908b28c70ff313743079-Paper.pdf,"Kynkäänniemi, Tuomas, Karras, Tero, Laine, Samuli, Lehtinen, Jaakko, Aila, Timo",2025-02-15 09:19:53,Computer Vision
2019,Learning Mean-Field Games,https://papers.nips.cc/paper_files/paper/2019/file/030e65da2b1c944090548d36b244b28d-Paper.pdf,"Guo, Xin, Hu, Anran, Xu, Renyuan, Zhang, Junzi",2025-02-15 09:20:00,Reinforcement Learning
2019,Learning Erdos-Renyi Random Graphs via Edge Detecting Queries,https://papers.nips.cc/paper_files/paper/2019/file/0336dcbab05b9d5ad24f4333c7658a0e-Paper.pdf,"Li, Zihan, Fresacher, Matthias, Scarlett, Jonathan",2025-02-15 09:20:02,Optimization
2019,Cormorant: Covariant Molecular Neural Networks,https://papers.nips.cc/paper_files/paper/2019/file/03573b32b2746e6e8ca98b9123f2249b-Paper.pdf,"Anderson, Brandon, Hy, Truong Son, Kondor, Risi",2025-02-15 09:20:04,Deep Learning
2019,Random Projections and Sampling Algorithms for Clustering of High-Dimensional Polygonal Curves,https://papers.nips.cc/paper_files/paper/2019/file/0394ea68951e3299bcdfa75a097d7c11-Paper.pdf,"Meintrup, Stefan, Munteanu, Alexander, Rohde, Dennis",2025-02-15 09:20:09,Computer Vision
2019,Flattening a Hierarchical Clustering through Active Learning,https://papers.nips.cc/paper_files/paper/2019/file/03793ef7d06ffd63d34ade9d091f1ced-Paper.pdf,"Vitale, Fabio, Rajagopalan, Anand, Gentile, Claudio",2025-02-15 09:20:12,NLP
2019,Explicit Explore-Exploit Algorithms in Continuous State Spaces,https://papers.nips.cc/paper_files/paper/2019/file/03b264c595403666634ac75d828439bc-Paper.pdf,"Henaff, Mikael",2025-02-15 09:20:14,Reinforcement Learning
2019,How degenerate is the parametrization of neural networks with the ReLU activation function?,https://papers.nips.cc/paper_files/paper/2019/file/04115ec378e476c56d19d827bcf8db56-Paper.pdf,"Elbrächter, Dennis Maximilian, Berner, Julius, Grohs, Philipp",2025-02-15 09:20:16,Optimization
2019,Hyperbolic Graph Convolutional Neural Networks,https://papers.nips.cc/paper_files/paper/2019/file/0415740eaa4d9decbc8da001d3fd805f-Paper.pdf,"Chami, Ines, Ying, Zhitao, Ré, Christopher, Leskovec, Jure",2025-02-15 09:20:21,'Deep Learning'
2019,Random Tessellation Forests,https://papers.nips.cc/paper_files/paper/2019/file/043c2ec6c6390dd0ac5519190a57c88c-Paper.pdf,"Ge, Shufei, Wang, Shijia, Teh, Yee Whye, Wang, Liangliang, Elliott, Lloyd",2025-02-15 09:20:31,Optimization
2023,Modelling Cellular Perturbations with the Sparse Additive Mechanism Shift Variational Autoencoder,https://papers.nips.cc/paper_files/paper/2023/file/0001ca33ba34ce0351e4612b744b3936-Paper-Conference.pdf,"Bereket, Michael, Karaletsos, Theofanis",2025-02-15 09:20:40,Deep Learning
2020,A graph similarity for deep learning,https://papers.nips.cc/paper_files/paper/2020/file/0004d0b59e19461ff126e3a08a814c33-Paper.pdf,"Ok, Seongmin",2025-02-15 10:01:09,Unknown
2020,An Unsupervised Information-Theoretic Perceptual Quality Metric,https://papers.nips.cc/paper_files/paper/2020/file/00482b9bed15a272730fcb590ffebddd-Paper.pdf,"Bhardwaj, Sangnie, Fischer, Ian, Ballé, Johannes, Chinen, Troy",2025-02-15 10:01:14,Unknown
2020,Self-Supervised MultiModal Versatile Networks,https://papers.nips.cc/paper_files/paper/2020/file/0060ef47b12160b9198302ebdb144dcf-Paper.pdf,"Alayrac, Jean-Baptiste, Recasens, Adria, Schneider, Rosalia, Arandjelović, Relja, Ramapuram, Jason, De Fauw, Jeffrey, Smaira, Lucas, Dieleman, Sander, Zisserman, Andrew",2025-02-15 10:01:19,Unknown
2020,"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method",https://papers.nips.cc/paper_files/paper/2020/file/007ff380ee5ac49ffc34442f5c2a2b86-Paper.pdf,"Ren, Simiao, Padilla, Willie, Malof, Jordan",2025-02-15 10:01:23,Unknown
2020,Off-Policy Evaluation and Learning for External Validity under a Covariate Shift,https://papers.nips.cc/paper_files/paper/2020/file/0084ae4bc24c0795d1e6a4f58444d39b-Paper.pdf,"Uehara, Masatoshi, Kato, Masahiro, Yasui, Shota",2025-02-15 10:01:27,Unknown
2020,Neural Methods for Point-wise Dependency Estimation,https://papers.nips.cc/paper_files/paper/2020/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf,"Tsai, Yao-Hung Hubert, Zhao, Han, Yamada, Makoto, Morency, Louis-Philippe, Salakhutdinov, Russ R.",2025-02-15 10:01:33,Unknown
2020,Fast and Flexible Temporal Point Processes with Triangular Maps,https://papers.nips.cc/paper_files/paper/2020/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf,"Shchur, Oleksandr, Gao, Nicholas, Biloš, Marin, Günnemann, Stephan",2025-02-15 10:01:39,Unknown
2020,PyGlove: Symbolic Programming for Automated Machine Learning,https://papers.nips.cc/paper_files/paper/2020/file/012a91467f210472fab4e11359bbfef6-Paper.pdf,"Peng, Daiyi, Dong, Xuanyi, Real, Esteban, Tan, Mingxing, Lu, Yifeng, Bender, Gabriel, Liu, Hanxiao, Kraft, Adam, Liang, Chen, Le, Quoc",2025-02-15 10:01:52,Unknown
2020,Backpropagating Linearly Improves Transferability of Adversarial Examples,https://papers.nips.cc/paper_files/paper/2020/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf,"Guo, Yiwen, Li, Qizhang, Chen, Hao",2025-02-15 10:01:57,Unknown
2020,Improved Algorithms for Online Submodular Maximization via First-order Regret Bounds,https://papers.nips.cc/paper_files/paper/2020/file/0163cceb20f5ca7b313419c068abd9dc-Paper.pdf,"Harvey, Nicholas, Liaw, Christopher, Soma, Tasuku",2025-02-15 10:02:01,Unknown
2020,Fourier Sparse Leverage Scores and Approximate Kernel Learning,https://papers.nips.cc/paper_files/paper/2020/file/012d9fe15b2493f21902cd55603382ec-Paper.pdf,"Erdelyi, Tamas, Musco, Cameron, Musco, Christopher",2025-02-15 10:02:03,Unknown
2020,Synbols: Probing Learning Algorithms with Synthetic Datasets,https://papers.nips.cc/paper_files/paper/2020/file/0169cf885f882efd795951253db5cdfb-Paper.pdf,"Lacoste, Alexandre, Rodríguez López, Pau, Branchaud-Charron, Frederic, Atighehchian, Parmida, Caccia, Massimo, Laradji, Issam Hadj, Drouin, Alexandre, Craddock, Matthew, Charlin, Laurent, Vázquez, David",2025-02-15 10:02:06,Unknown
2020,Adversarially Robust Streaming Algorithms via Differential Privacy,https://papers.nips.cc/paper_files/paper/2020/file/0172d289da48c48de8c5ebf3de9f7ee1-Paper.pdf,"Hasidim, Avinatan, Kaplan, Haim, Mansour, Yishay, Matias, Yossi, Stemmer, Uri",2025-02-15 10:02:10,Unknown
2020,Trading Personalization for Accuracy: Data Debugging in Collaborative Filtering,https://papers.nips.cc/paper_files/paper/2020/file/019fa4fdf1c04cf73ba25aa2223769cd-Paper.pdf,"Chen, Long, Yao, Yuan, Xu, Feng, Xu, Miao, Tong, Hanghang",2025-02-15 10:02:13,Unknown
2020,Cascaded Text Generation with Markov Transformers,https://papers.nips.cc/paper_files/paper/2020/file/01a0683665f38d8e5e567b3b15ca98bf-Paper.pdf,"Deng, Yuntian, Rush, Alexander",2025-02-15 10:02:18,Unknown
2020,A graph similarity for deep learning,https://papers.nips.cc/paper_files/paper/2020/file/0004d0b59e19461ff126e3a08a814c33-Paper.pdf,"Ok, Seongmin",2025-02-15 10:02:46,Deep Learning
2020,An Unsupervised Information-Theoretic Perceptual Quality Metric,https://papers.nips.cc/paper_files/paper/2020/file/00482b9bed15a272730fcb590ffebddd-Paper.pdf,"Bhardwaj, Sangnie, Fischer, Ian, Ballé, Johannes, Chinen, Troy",2025-02-15 10:02:50,Computer Vision
2020,Self-Supervised MultiModal Versatile Networks,https://papers.nips.cc/paper_files/paper/2020/file/0060ef47b12160b9198302ebdb144dcf-Paper.pdf,"Alayrac, Jean-Baptiste, Recasens, Adria, Schneider, Rosalia, Arandjelović, Relja, Ramapuram, Jason, De Fauw, Jeffrey, Smaira, Lucas, Dieleman, Sander, Zisserman, Andrew",2025-02-15 10:02:52,Computer Vision
2020,"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method",https://papers.nips.cc/paper_files/paper/2020/file/007ff380ee5ac49ffc34442f5c2a2b86-Paper.pdf,"Ren, Simiao, Padilla, Willie, Malof, Jordan",2025-02-15 10:02:56,Deep Learning
2020,Off-Policy Evaluation and Learning for External Validity under a Covariate Shift,https://papers.nips.cc/paper_files/paper/2020/file/0084ae4bc24c0795d1e6a4f58444d39b-Paper.pdf,"Uehara, Masatoshi, Kato, Masahiro, Yasui, Shota",2025-02-15 10:03:01,Reinforcement Learning
2020,Neural Methods for Point-wise Dependency Estimation,https://papers.nips.cc/paper_files/paper/2020/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf,"Tsai, Yao-Hung Hubert, Zhao, Han, Yamada, Makoto, Morency, Louis-Philippe, Salakhutdinov, Russ R.",2025-02-15 10:03:04,'Deep Learning'
2020,Fast and Flexible Temporal Point Processes with Triangular Maps,https://papers.nips.cc/paper_files/paper/2020/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf,"Shchur, Oleksandr, Gao, Nicholas, Biloš, Marin, Günnemann, Stephan",2025-02-15 10:03:10,Deep Learning
2020,Backpropagating Linearly Improves Transferability of Adversarial Examples,https://papers.nips.cc/paper_files/paper/2020/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf,"Guo, Yiwen, Li, Qizhang, Chen, Hao",2025-02-15 10:03:13,Computer Vision
2020,PyGlove: Symbolic Programming for Automated Machine Learning,https://papers.nips.cc/paper_files/paper/2020/file/012a91467f210472fab4e11359bbfef6-Paper.pdf,"Peng, Daiyi, Dong, Xuanyi, Real, Esteban, Tan, Mingxing, Lu, Yifeng, Bender, Gabriel, Liu, Hanxiao, Kraft, Adam, Liang, Chen, Le, Quoc",2025-02-15 10:03:27,Optimization
2020,Fourier Sparse Leverage Scores and Approximate Kernel Learning,https://papers.nips.cc/paper_files/paper/2020/file/012d9fe15b2493f21902cd55603382ec-Paper.pdf,"Erdelyi, Tamas, Musco, Cameron, Musco, Christopher",2025-02-15 10:03:34,Optimization
2020,Improved Algorithms for Online Submodular Maximization via First-order Regret Bounds,https://papers.nips.cc/paper_files/paper/2020/file/0163cceb20f5ca7b313419c068abd9dc-Paper.pdf,"Harvey, Nicholas, Liaw, Christopher, Soma, Tasuku",2025-02-15 10:03:36,Optimization
2020,Synbols: Probing Learning Algorithms with Synthetic Datasets,https://papers.nips.cc/paper_files/paper/2020/file/0169cf885f882efd795951253db5cdfb-Paper.pdf,"Lacoste, Alexandre, Rodríguez López, Pau, Branchaud-Charron, Frederic, Atighehchian, Parmida, Caccia, Massimo, Laradji, Issam Hadj, Drouin, Alexandre, Craddock, Matthew, Charlin, Laurent, Vázquez, David",2025-02-15 10:03:40,Computer Vision
2020,Adversarially Robust Streaming Algorithms via Differential Privacy,https://papers.nips.cc/paper_files/paper/2020/file/0172d289da48c48de8c5ebf3de9f7ee1-Paper.pdf,"Hasidim, Avinatan, Kaplan, Haim, Mansour, Yishay, Matias, Yossi, Stemmer, Uri",2025-02-15 10:03:44,Optimization
2020,Trading Personalization for Accuracy: Data Debugging in Collaborative Filtering,https://papers.nips.cc/paper_files/paper/2020/file/019fa4fdf1c04cf73ba25aa2223769cd-Paper.pdf,"Chen, Long, Yao, Yuan, Xu, Feng, Xu, Miao, Tong, Hanghang",2025-02-15 10:03:48,NLP
2020,Cascaded Text Generation with Markov Transformers,https://papers.nips.cc/paper_files/paper/2020/file/01a0683665f38d8e5e567b3b15ca98bf-Paper.pdf,"Deng, Yuntian, Rush, Alexander",2025-02-15 10:03:51,NLP
